id,title,reason,description,create_time,equipment,location,gz_tag,qj_tag,xw_tag
2675, EQ1090型汽车行驶无力,可能是火花塞工作不好，逐缸试火，发现第五缸火花塞不工作，卸下后，发现火花塞绝缘瓷击穿短路，造成五缸工作不良。更换新火花塞后，故障依然存在。检查又发现电容器绝缘不好，致使高压电时强时弱，使发动机点火不良。更换电容器后，故障全部消除。,一辆  EQ1090型汽车在运行中，发动机发出“突突”声，排气管放炮，行驶无力，温度升高。按照常规办法，首先判断为油路故障，认为是混合气过浓引起的，经检查，浮子室油面不高，其它方面也正常，不存在混合气过浓问题。尔后，判断为电路故障，首先怀疑低压电路有问题，拆开分电器益看白金，间隙合适，上下触点有轻微烧蚀。擦磨触点后发动试验，故障仍未消除。又打开分电器盖，发现白金卡簧脱出，上白金上、下窜动使触点接触不良，高压火花时强时弱，导致发动机动力不足。,2017/2/19 0:00,EQ1090型汽车,北京,行驶无力,混合气,不懂保养汽车
2676, EQ1090型汽车爆燃,发动机爆燃与压缩比有关，一定型号的分电器只能适用于具有一定压缩比的发动机。此次大修后的发动机仍装用原型号的分电器，即与压缩比6．75相对应的p632型分电器。经过测量，大修后的压缩比为7．0，此时分电器应选用FD632C型或FD632D型。而用FD632型分电器的离心提前角在各种转速下都比后者大，其真空提前角在任何的真空度下也都比后者大。爆燃的原因是大修后将FD632型分电器装在压缩比为7．0的发动机上，使发动机点火偏早。,一辆EQ1090型汽车，经过大修后，能正常起动，但不久即发生爆燃现象。,2017/2/19 0:00,EQ1090型汽车,北京,爆燃,气缸,驾驶不当
2677, EQ1090型汽车行驶无力,可能是火花塞工作不好，逐缸试火，发现第五缸火花塞不工作，卸下后，发现火花塞绝缘瓷击穿短路，造成五缸工作不良。更换新火花塞后，故障依然存在。检查又发现电容器绝缘不好，致使高压电时强时弱，使发动机点火不良。更换电容器后，故障全部消除。,一辆  EQ1090型汽车在运行中，发动机发出“突突”声，排气管放炮，行驶无力，温度升高。按照常规办法，首先判断为油路故障，认为是混合气过浓引起的，经检查，浮子室油面不高，其它方面也正常，不存在混合气过浓问题。尔后，判断为电路故障，首先怀疑低压电路有问题，拆开分电器益看白金，间隙合适，上下触点有轻微烧蚀。擦磨触点后发动试验，故障仍未消除。又打开分电器盖，发现白金卡簧脱出，上白金上、下窜动使触点接触不良，高压火花时强时弱，导致发动机动力不足。,2017/2/19 0:00,EQ1090型汽车,北京,行驶无力,混合气,责任心不强
2678, EQ1090型汽车蓄电池损坏,众所周知，电流表上的绝缘垫上应有突台，其突出部分应嵌人仪表盘壳的孔中，将仪表盘亮与负接线柱隔开。经过驾驶员认真检查后发现，这辆车上的电流表负接线柱绝缘垫圈是用不合格的平面绝缘垫圈代替的。这样一来电流表的负接线柱在仪表盘壳中不能定位，使负接线柱与仪表盘壳两者之间有轻微接触，造成缓慢漏电。此电流未通过电流表，故从电流表上不能发现。更换线束总成时，由于只拆掉了电源导线接头的螺母，未拆掉电流表接线柱的固定螺母，故不易发现垫圈问题。,某部一辆进行过大修的EQ1090型汽车，行驶不到一年就用坏了好几个蓄电池。开始时驾驶员认为是电路中有短路故障，但一直查不出短路的部位，在更换了电源、点火和起动电线束总成后，还是不能解决问题。偶然在一次行车途中，汽车在爬坡时受到颠簸后，驾驶员突然发现仪表盘背面冒出电火花。于是将车停住，一面踏下加速踏板，一面寻找放电部位。结果查明跳火发生在仪表盘背后电流表的负接线柱处，并发现仪表盘壳在负接线柱周围有电火花烧蚀的痕迹。因此，判定蓄电池的损坏是该处短路所造成的。,2017/2/19 0:00,EQ1090型汽车,北京,蓄电池损坏,蓄电池,意外
2679, EQ1090型汽车大量漏油,经维修人员检查分析，这一故障是机油泵传动轴断开造成的。众所周知，由于这种型号汽车机油泵在传动齿轮下部，其传动轴联轴节插口处有应力集中现象，发动机工作时，有可能从该处断开。而分电器传动轴插口在传动  齿轮上部，且负荷较机油泵小，故  不易断开。一旦机油泵传动轴断  开，机油泵便停止供油，而分电器  却能正常工作。这时，若不注意观察仪表，发动机轴瓦就可能烧坏，甚至抱死，使曲轴报废。,一辆东风 EQ1091型汽车在中速行驶时，突然机油压力过低，指示灯发亮。同时机油压力表指针指“0”。,2017/2/19 0:00,EQ1090型汽车,北京,大量漏油,机油泵,不定时检查车况
2680, EQ1090型汽车爆燃,导致曲轴箱爆燃的主要条件是,一辆EQ109O型汽车行驶约2万公里后，驾驶员对曲轴箱通风装置等部位进行了保养。起动试车时，伴随着化油器“回火”，曲轴箱突然发生爆燃，爆燃形成的高压气体将加机油口盖冲出数米远，险些伤人。,2017/2/19 0:00,EQ1090型汽车,北京,爆燃,曲轴箱,驾驶不当
2681, EQ1090型汽车跳挡,拆检变速器，发现第二轴（输出轴）后边突缘的锁紧螺母严重松动，而其它各机件如齿轮机构、操纵机构均完好无损。分析认为，造成跳挡的原因是第二轴后突缘锁紧螺母严重松动，致使第二轴前后窜动，引起跳挡，而锁紧螺母松动是因为锁紧螺母下的碟形垫片装反而不起锁止作用造成的。正确的安装方法是,一辆EQ1090 型汽车在行驶中无论加油或收油，只要发动机曲轴转速变化，三挡就会立即跳到空挡。,2017/2/19 0:00,EQ1090型汽车,北京,跳挡,垫片,意外
2682, EQ1090型汽车启动困难,在出现该故障的初期，由于凸轮轮轴正时齿轮与齿毁间松动的间隙较小，所以对配气相位和点火正时影响也较小。随着凸轮正时齿轮的不断工作，作用在齿轮上的冲击力使齿毅和齿轮间的间隙越来越大，从而造成原配气相位位移，改变了原有的点火正时角度，因而就出现了上述发动机起动越来越困难的情况。维修时消除此间隙，故障也随之排除。,一辆EQ1090型汽车，最初起动性能良好。但该车运行一段时间后，发现有起动困难的现象，且重载时明显感到发动机动力下降。再继续使用数月时间，这种现象越来越严重，最后就是用手摇起动也只是偶有起动迹象，拖车起动也相当困难。,2017/2/19 0:00,EQ1090型汽车,北京,启动困难,齿轮,操作分心
2683, EQ1090型汽车熄火困难,事后得知，一名学员在检查电路时，无意中将起子触到发电机的电枢接柱上，擦出强烈火花。他担心会因此烧坏发电机，并自作聪明地认为若是在关闭点火开关后能切断蓄电池与发电机之间的连接，就不会出现火花。于是，他就私自把发电机电枢接往至点火开关I接柱的粉红色导线拆下接到了Ⅱ接柱上。这样，虽能消除火花，却导致了发动机不能熄火。原  因是交流发电机具有低速发电的特性，而此时发电机直接与点火线圈的导线相连，所以即使关闭了点火开关，甚至是关掉电源总开关，发电机仍可为点火线圈低压线路供电，致使发动机不能熄火。,一辆东风 EQ1090E型教练车在驾训途中，关闭点火开关后发动机不能熄火；再关闭电源总开关，仍然不能熄火。查听其怠速运转的声音，没有异常响声且运转平稳，只得对其强制熄火并进行检查。,2017/2/19 0:00,EQ1090型汽车,北京,熄火困难,发电机,修理不当
2684, EQ1090型汽车启动困难,将松动的螺钉拧紧后，起动试车，一切恢复正常。既然进气管漏气，为什么发动机前三个缸能工作呢？原来，松动漏气的螺钉比较靠后，所以前面三个缸依然能形成较正常的混合气，发动机就是依靠这三个缸勉强工作的。,一辆EQ1090汽油车，行驶中突然感觉缺缸，驾驶员以为是点火系有故障，经检查未发现问题。再起动发动机试验，发现有漏气声，且后三个缸同时不工作。,2017/2/19 0:00,EQ1090型汽车,北京,启动困难,发动机,意外
2685, EQ1090型汽车异响,因压盘弹簧弹力不足，导致从动盘与飞轮结合不紧，加之传动钢片一端松动，压盘与离合器盖之间沿圆周方向产生相对移动，飞轮和离合器盖上的转矩传递到压盘上时就会损失一部分，且传递不均匀，便出现了起步时车身发抖、离合器发响现象。,一辆 EQ1090型汽车，行驶5．5万公里后，起步时车身抖动和离合器发出响声，起步后，症状则减轻。,2017/3/12 0:00,EQ1090型汽车,北京,异响,离合器,粗心
2686, 东风铁甲开锅,发动机怠速运转时，由于转速较低，风扇尚能正常运转，发动机不会出现过热现象。当发动机中、高速运转时，风扇与水泵轴之间出现了相对运动，致使风扇的转速低于水泵轴的转速，冷却效果明显变差，水箱极易出现“开锅”。将锁块插进风扇轴的槽内，风扇与轴便成为一体，风扇的转速即能随水泵轴转速的变化而变化，即冷却作用可以根据需要而自动调节，发动机便不会出现过热现象。,一辆东风铁甲，怠速运转时发动机温度正常，但中速运转不到10分钟，发动机就过热，水箱随即“开锅”。,2017/3/12 0:00,东风铁甲,北京,开锅,发动机,操作分心
2687, EQ1090型汽车车灯不亮,更换烧断的保险丝，按原线装好后，故障即排除。此故障本不复杂，但是由于测灯能亮而忽略了对保险丝的检查，致使问题复杂化，这是由于没有注意该车的结构特点造成的。因为在 EQ1090型汽车上，灯光继电器除了保护车灯开关外，当保险丝断路后还能自动接通侧灯电路，以免灯光全部熄火而发生事故。,一辆 EQ1090型汽车，灯开关无论开到哪个挡位，侧灯都亮，其余灯均不亮。,2017/3/12 0:00,EQ1090型汽车,北京,车灯不亮,保险丝,修理不当
2688, EQ1090型汽车行驶无力,该故障源于变速器第一轴前端轴承。该变速器第一轴由两个轴承支承，其前端通过滚珠轴承安装在飞轮中心座孔内，后端则用滚柱轴承安装在变速器壳前壁的轴承孔内。工作中，后端轴承靠变速器内的齿轮油润滑，而前端轴承则需外注润滑油润滑。由于外注润滑油的油嘴在离合器油底壳内，不易被发现，注油也较难，因而使变速器第一轴前端轴承得不到充分润滑而不灵活，其结果是第一轴随同飞轮一起转动，挂挡时便出现齿轮撞击声，而且挂不进挡。一旦该轴承严重烧蚀，还将造成离合器片或第一轴常啮齿轮损坏。,一辆刚行驶11000公里的 EQ1090型汽车，日常使用中性能良好，但在一次运输途中变速器突然挂不进挡，且发出齿轮撞击声。,2017/3/12 0:00,EQ1090型汽车,北京,行驶无力,变速器,责任心不强
